TransactionID,UserID,AmountPaid,TransactionDate,Status
TX_user_0009_5,user_0009,29.0,2025-09-29,Active
TX_user_0009_6,user_0009,29.0,2025-10-29,Active
TX_user_0009_7,user_0009,29.0,2025-11-28,Active
TX_user_0009_8,user_0009,29.0,2025-12-28,Active
TX_user_0010_0,user_0010,79.0,2025-08-03,Active
TX_user_0010_1,user_0010,79.0,2025-09-02,Active
TX_user_0010_2,user_0010,79.0,2025-10-02,Active
TX_user_0010_3,user_0010,79.0,2025-11-01,Active
TX_user_0010_4,user_0010,79.0,2025-12-01,Active
TX_user_0010_5,user_0010,79.0,2025-12-31,Active
TX_user_0011_0,user_0011,79.0,2025-11-27,Active
TX_user_0011_1,user_0011,79.0,2025-12-27,Active
TX_user_0012_0,user_0012,79.0,2025-03-29,Active
TX_user_0012_1,user_0012,79.0,2025-04-28,Active
TX_user_0012_2,user_0012,79.0,2025-05-28,Active
TX_user_0012_3,user_0012,79.0,2025-06-27,Active
TX_user_0012_4,user_0012,79.0,2025-07-27,Active
TX_user_0012_5,user_0012,79.0,2025-08-26,Active
TX_user_0012_6,user_0012,79.0,2025-09-25,Active
TX_user_0012_7,user_0012,79.0,2025-10-25,Active
TX_user_0012_8,user_0012,79.0,2025-11-24,Active
TX_user_0012_9,user_0012,79.0,2025-12-24,Active
TX_user_0013_0,user_0013,29.0,2025-04-10,Active
TX_user_0013_1,user_0013,29.0,2025-05-10,Active
TX_user_0013_2,user_0013,29.0,2025-06-09,Active
TX_user_0013_3,user_0013,29.0,2025-07-09,Active
TX_user_0013_4,user_0013,29.0,2025-08-08,Active
TX_user_0013_5,user_0013,29.0,2025-09-07,Active
TX_user_0013_6,user_0013,29.0,2025-10-07,Active
TX_user_0013_7,user_0013,29.0,2025-11-06,Active
TX_user_0013_8,user_0013,29.0,2025-12-06,Active
TX_user_0014_0,user_0014,29.0,2025-12-26,Active
TX_user_0015_0,user_0015,29.0,2025-06-01,Active
TX_user_0015_1,user_0015,29.0,2025-07-01,Active
TX_user_0015_2,user_0015,29.0,2025-07-31,Active
TX_user_0015_3,user_0015,29.0,2025-08-30,Active
TX_user_0015_4,user_0015,29.0,2025-09-29,Active
TX_user_0015_5,user_0015,29.0,2025-10-29,Active
TX_user_0015_6,user_0015,29.0,2025-11-28,Active
TX_user_0015_7,user_0015,29.0,2025-12-28,Active
TX_user_0016_0,user_0016,299.0,2025-05-11,Active
TX_user_0016_1,user_0016,299.0,2025-06-10,Active
TX_user_0016_2,user_0016,299.0,2025-07-10,Active
TX_user_0016_3,user_0016,299.0,2025-08-09,Active
TX_user_0016_4,user_0016,299.0,2025-09-08,Active
TX_user_0016_5,user_0016,299.0,2025-10-08,Active
TX_user_0016_6,user_0016,299.0,2025-11-07,Active
TX_user_0016_7,user_0016,299.0,2025-12-07,Active
TX_user_0017_0,user_0017,79.0,2025-05-30,Active
TX_user_0017_1,user_0017,79.0,2025-06-29,Active
TX_user_0017_2,user_0017,79.0,2025-07-29,Active
TX_user_0017_3,user_0017,79.0,2025-08-28,Active
TX_user_0017_4,user_0017,79.0,2025-09-27,Active
TX_user_0017_5,user_0017,79.0,2025-10-27,Active
TX_user_0017_6,user_0017,79.0,2025-11-26,Active
TX_user_0017_7,user_0017,79.0,2025-12-26,Active
TX_user_0018_0,user_0018,299.0,2025-11-05,Active
TX_user_0018_1,user_0018,299.0,2025-12-05,Active
TX_user_0019_0,user_0019,29.0,2025-09-15,Active
TX_user_0019_1,user_0019,29.0,2025-10-15,Active
TX_user_0019_2,user_0019,29.0,2025-11-14,Churned
TX_user_0020_0,user_0020,79.0,2025-12-10,Active
TX_user_0021_0,user_0021,299.0,2025-10-21,Active
TX_user_0021_1,user_0021,299.0,2025-11-20,Active
TX_user_0021_2,user_0021,299.0,2025-12-20,Active
TX_user_0022_0,user_0022,29.0,2025-07-11,Active
TX_user_0022_1,user_0022,29.0,2025-08-10,Active
TX_user_0022_2,user_0022,29.0,2025-09-09,Active
TX_user_0022_3,user_0022,29.0,2025-10-09,Active
TX_user_0022_4,user_0022,29.0,2025-11-08,Active
TX_user_0022_5,user_0022,29.0,2025-12-08,Active
TX_user_0023_0,user_0023,29.0,2025-10-04,Active
TX_user_0023_1,user_0023,29.0,2025-11-03,Active
TX_user_0023_2,user_0023,29.0,2025-12-03,Active
TX_user_0024_0,user_0024,79.0,2025-06-10,Active
TX_user_0024_1,user_0024,79.0,2025-07-10,Active
TX_user_0024_2,user_0024,79.0,2025-08-09,Active
TX_user_0024_3,user_0024,79.0,2025-09-08,Active
TX_user_0024_4,user_0024,79.0,2025-10-08,Active
TX_user_0024_5,user_0024,79.0,2025-11-07,Active
TX_user_0024_6,user_0024,79.0,2025-12-07,Active
TX_user_0025_0,user_0025,79.0,2025-11-10,Active
TX_user_0025_1,user_0025,79.0,2025-12-10,Active
TX_user_0026_0,user_0026,79.0,2025-01-22,Active
TX_user_0026_1,user_0026,79.0,2025-02-21,Active
TX_user_0026_2,user_0026,79.0,2025-03-23,Active
TX_user_0026_3,user_0026,79.0,2025-04-22,Active
TX_user_0026_4,user_0026,79.0,2025-05-22,Active
TX_user_0026_5,user_0026,79.0,2025-06-21,Active
TX_user_0026_6,user_0026,79.0,2025-07-21,Active
TX_user_0026_7,user_0026,79.0,2025-08-20,Churned
TX_user_0027_0,user_0027,29.0,2025-09-10,Active
TX_user_0027_1,user_0027,29.0,2025-10-10,Active
TX_user_0027_2,user_0027,29.0,2025-11-09,Active
TX_user_0027_3,user_0027,29.0,2025-12-09,Active
TX_user_0028_0,user_0028,79.0,2025-08-24,Active
TX_user_0028_1,user_0028,79.0,2025-09-23,Active
TX_user_0028_2,user_0028,79.0,2025-10-23,Active
TX_user_0028_3,user_0028,79.0,2025-11-22,Active
TX_user_0028_4,user_0028,79.0,2025-12-22,Active
TX_user_0029_0,user_0029,29.0,2025-12-11,Active
TX_user_0030_0,user_0030,29.0,2025-02-18,Active
TX_user_0030_1,user_0030,29.0,2025-03-20,Active
TX_user_0030_2,user_0030,29.0,2025-04-19,Active
TX_user_0030_3,user_0030,29.0,2025-05-19,Active
TX_user_0030_4,user_0030,29.0,2025-06-18,Active
TX_user_0030_5,user_0030,29.0,2025-07-18,Active
TX_user_0030_6,user_0030,29.0,2025-08-17,Active
TX_user_0030_7,user_0030,29.0,2025-09-16,Active
TX_user_0030_8,user_0030,29.0,2025-10-16,Active
TX_user_0030_9,user_0030,29.0,2025-11-15,Active
TX_user_0030_10,user_0030,29.0,2025-12-15,Active
TX_user_0031_0,user_0031,29.0,2025-02-28,Active
TX_user_0031_1,user_0031,29.0,2025-03-30,Active
TX_user_0031_2,user_0031,29.0,2025-04-29,Active
TX_user_0031_3,user_0031,29.0,2025-05-29,Active
TX_user_0031_4,user_0031,29.0,2025-06-28,Active
TX_user_0031_5,user_0031,29.0,2025-07-28,Active
TX_user_0031_6,user_0031,29.0,2025-08-27,Active
TX_user_0031_7,user_0031,29.0,2025-09-26,Active
TX_user_0031_8,user_0031,29.0,2025-10-26,Active
TX_user_0031_9,user_0031,29.0,2025-11-25,Active
TX_user_0031_10,user_0031,29.0,2025-12-25,Active
TX_user_0032_0,user_0032,79.0,2025-06-19,Active
TX_user_0032_1,user_0032,79.0,2025-07-19,Active
TX_user_0032_2,user_0032,79.0,2025-08-18,Active
TX_user_0032_3,user_0032,79.0,2025-09-17,Active
TX_user_0032_4,user_0032,79.0,2025-10-17,Active
TX_user_0032_5,user_0032,79.0,2025-11-16,Active
TX_user_0032_6,user_0032,79.0,2025-12-16,Active
TX_user_0033_0,user_0033,79.0,2025-07-07,Active
TX_user_0033_1,user_0033,79.0,2025-08-06,Active
TX_user_0033_2,user_0033,79.0,2025-09-05,Active
TX_user_0033_3,user_0033,79.0,2025-10-05,Active
TX_user_0033_4,user_0033,79.0,2025-11-04,Active
TX_user_0033_5,user_0033,79.0,2025-12-04,Active
TX_user_0034_0,user_0034,79.0,2025-09-28,Active
TX_user_0034_1,user_0034,79.0,2025-10-28,Active
TX_user_0034_2,user_0034,79.0,2025-11-27,Active
TX_user_0034_3,user_0034,79.0,2025-12-27,Active
TX_user_0035_0,user_0035,29.0,2025-07-09,Active
TX_user_0035_1,user_0035,29.0,2025-08-08,Active
TX_user_0035_2,user_0035,29.0,2025-09-07,Active
TX_user_0035_3,user_0035,29.0,2025-10-07,Active
TX_user_0035_4,user_0035,29.0,2025-11-06,Active
TX_user_0035_5,user_0035,29.0,2025-12-06,Active
TX_user_0036_0,user_0036,299.0,2025-06-24,Active
TX_user_0036_1,user_0036,299.0,2025-07-24,Active
TX_user_0036_2,user_0036,299.0,2025-08-23,Active
TX_user_0036_3,user_0036,299.0,2025-09-22,Active
TX_user_0036_4,user_0036,299.0,2025-10-22,Active
TX_user_0036_5,user_0036,299.0,2025-11-21,Active
TX_user_0036_6,user_0036,299.0,2025-12-21,Active
TX_user_0037_0,user_0037,29.0,2025-02-20,Active
TX_user_0037_1,user_0037,29.0,2025-03-22,Churned
TX_user_0038_0,user_0038,79.0,2025-12-30,Active
TX_user_0039_0,user_0039,29.0,2025-02-24,Active
TX_user_0039_1,user_0039,29.0,2025-03-26,Active
TX_user_0039_2,user_0039,29.0,2025-04-25,Active
TX_user_0039_3,user_0039,29.0,2025-05-25,Active
TX_user_0039_4,user_0039,29.0,2025-06-24,Active
TX_user_0039_5,user_0039,29.0,2025-07-24,Active
TX_user_0039_6,user_0039,29.0,2025-08-23,Active
TX_user_0039_7,user_0039,29.0,2025-09-22,Active
TX_user_0039_8,user_0039,29.0,2025-10-22,Active
TX_user_0039_9,user_0039,29.0,2025-11-21,Active
TX_user_0039_10,user_0039,29.0,2025-12-21,Active
TX_user_0040_0,user_0040,29.0,2025-09-01,Active
TX_user_0040_1,user_0040,29.0,2025-10-01,Active
TX_user_0040_2,user_0040,29.0,2025-10-31,Active
TX_user_0040_3,user_0040,29.0,2025-11-30,Active
TX_user_0040_4,user_0040,29.0,2025-12-30,Active
TX_user_0041_0,user_0041,29.0,2025-11-16,Active
TX_user_0041_1,user_0041,29.0,2025-12-16,Active
TX_user_0042_0,user_0042,29.0,2025-05-11,Active
TX_user_0042_1,user_0042,29.0,2025-06-10,Active
TX_user_0042_2,user_0042,29.0,2025-07-10,Active
TX_user_0042_3,user_0042,29.0,2025-08-09,Active
TX_user_0042_4,user_0042,29.0,2025-09-08,Active
TX_user_0042_5,user_0042,29.0,2025-10-08,Active
TX_user_0042_6,user_0042,29.0,2025-11-07,Active
TX_user_0042_7,user_0042,29.0,2025-12-07,Active
TX_user_0043_0,user_0043,79.0,2025-11-03,Active
TX_user_0043_1,user_0043,79.0,2025-12-03,Active
TX_user_0044_0,user_0044,79.0,2025-05-15,Active
TX_user_0044_1,user_0044,79.0,2025-06-14,Active
TX_user_0044_2,user_0044,79.0,2025-07-14,Active
TX_user_0044_3,user_0044,79.0,2025-08-13,Active
TX_user_0044_4,user_0044,79.0,2025-09-12,Active
TX_user_0044_5,user_0044,79.0,2025-10-12,Active
TX_user_0044_6,user_0044,79.0,2025-11-11,Active
TX_user_0044_7,user_0044,79.0,2025-12-11,Active
TX_user_0045_0,user_0045,29.0,2025-01-21,Active
TX_user_0045_1,user_0045,29.0,2025-02-20,Active
TX_user_0045_2,user_0045,29.0,2025-03-22,Active
TX_user_0045_3,user_0045,29.0,2025-04-21,Active
TX_user_0045_4,user_0045,29.0,2025-05-21,Active
TX_user_0045_5,user_0045,29.0,2025-06-20,Active
TX_user_0045_6,user_0045,29.0,2025-07-20,Active
TX_user_0045_7,user_0045,29.0,2025-08-19,Active
TX_user_0045_8,user_0045,29.0,2025-09-18,Active
TX_user_0045_9,user_0045,29.0,2025-10-18,Active
TX_user_0045_10,user_0045,29.0,2025-11-17,Churned
TX_user_0046_0,user_0046,299.0,2025-11-25,Active
TX_user_0046_1,user_0046,299.0,2025-12-25,Active
TX_user_0047_0,user_0047,29.0,2025-06-16,Active
TX_user_0047_1,user_0047,29.0,2025-07-16,Active
TX_user_0047_2,user_0047,29.0,2025-08-15,Active
TX_user_0047_3,user_0047,29.0,2025-09-14,Active
TX_user_0047_4,user_0047,29.0,2025-10-14,Active
TX_user_0047_5,user_0047,29.0,2025-11-13,Active
TX_user_0047_6,user_0047,29.0,2025-12-13,Active
TX_user_0048_0,user_0048,79.0,2025-10-01,Active
TX_user_0048_1,user_0048,79.0,2025-10-31,Active
TX_user_0048_2,user_0048,79.0,2025-11-30,Active
TX_user_0048_3,user_0048,79.0,2025-12-30,Active
TX_user_0049_0,user_0049,299.0,2025-03-30,Active
TX_user_0049_1,user_0049,299.0,2025-04-29,Active
TX_user_0049_2,user_0049,299.0,2025-05-29,Active
TX_user_0049_3,user_0049,299.0,2025-06-28,Active
TX_user_0049_4,user_0049,299.0,2025-07-28,Active
TX_user_0049_5,user_0049,299.0,2025-08-27,Active
TX_user_0049_6,user_0049,299.0,2025-09-26,Active
TX_user_0049_7,user_0049,299.0,2025-10-26,Active
TX_user_0049_8,user_0049,299.0,2025-11-25,Active
TX_user_0049_9,user_0049,299.0,2025-12-25,Active
TX_user_0050_0,user_0050,79.0,2025-11-12,Active
TX_user_0050_1,user_0050,79.0,2025-12-12,Active
TX_user_0051_0,user_0051,29.0,2025-01-14,Active
TX_user_0051_1,user_0051,29.0,2025-02-13,Active
TX_user_0051_2,user_0051,29.0,2025-03-15,Churned
TX_user_0052_0,user_0052,299.0,2025-08-30,Active
TX_user_0052_1,user_0052,299.0,2025-09-29,Active
TX_user_0052_2,user_0052,299.0,2025-10-29,Active
TX_user_0052_3,user_0052,299.0,2025-11-28,Active
TX_user_0052_4,user_0052,299.0,2025-12-28,Active
TX_user_0053_0,user_0053,79.0,2025-09-22,Active
TX_user_0053_1,user_0053,79.0,2025-10-22,Active
TX_user_0053_2,user_0053,79.0,2025-11-21,Active
TX_user_0053_3,user_0053,79.0,2025-12-21,Churned
TX_user_0054_0,user_0054,29.0,2025-12-12,Active
TX_user_0055_0,user_0055,29.0,2025-02-22,Active
TX_user_0055_1,user_0055,29.0,2025-03-24,Active
TX_user_0055_2,user_0055,29.0,2025-04-23,Active
TX_user_0055_3,user_0055,29.0,2025-05-23,Active
TX_user_0055_4,user_0055,29.0,2025-06-22,Active
TX_user_0055_5,user_0055,29.0,2025-07-22,Active
TX_user_0055_6,user_0055,29.0,2025-08-21,Active
TX_user_0055_7,user_0055,29.0,2025-09-20,Active
TX_user_0055_8,user_0055,29.0,2025-10-20,Churned
TX_user_0056_0,user_0056,79.0,2025-12-06,Active
TX_user_0057_0,user_0057,79.0,2025-04-02,Active
TX_user_0057_1,user_0057,79.0,2025-05-02,Active
TX_user_0057_2,user_0057,79.0,2025-06-01,Active
TX_user_0057_3,user_0057,79.0,2025-07-01,Active
TX_user_0057_4,user_0057,79.0,2025-07-31,Active
TX_user_0057_5,user_0057,79.0,2025-08-30,Active
TX_user_0057_6,user_0057,79.0,2025-09-29,Active
TX_user_0057_7,user_0057,79.0,2025-10-29,Active
TX_user_0057_8,user_0057,79.0,2025-11-28,Active
TX_user_0057_9,user_0057,79.0,2025-12-28,Active
TX_user_0058_0,user_0058,79.0,2025-09-21,Active
TX_user_0058_1,user_0058,79.0,2025-10-21,Active
TX_user_0058_2,user_0058,79.0,2025-11-20,Active
TX_user_0058_3,user_0058,79.0,2025-12-20,Active
TX_user_0059_0,user_0059,299.0,2025-02-04,Active
TX_user_0059_1,user_0059,299.0,2025-03-06,Active
TX_user_0059_2,user_0059,299.0,2025-04-05,Active
TX_user_0059_3,user_0059,299.0,2025-05-05,Active
TX_user_0059_4,user_0059,299.0,2025-06-04,Active
TX_user_0059_5,user_0059,299.0,2025-07-04,Active
TX_user_0059_6,user_0059,299.0,2025-08-03,Active
TX_user_0059_7,user_0059,299.0,2025-09-02,Active
TX_user_0059_8,user_0059,299.0,2025-10-02,Active
TX_user_0059_9,user_0059,299.0,2025-11-01,Active
TX_user_0059_10,user_0059,299.0,2025-12-01,Active
TX_user_0059_11,user_0059,299.0,2025-12-31,Active
TX_user_0060_0,user_0060,79.0,2025-07-25,Active
TX_user_0060_1,user_0060,79.0,2025-08-24,Active
TX_user_0060_2,user_0060,79.0,2025-09-23,Active
TX_user_0060_3,user_0060,79.0,2025-10-23,Active
TX_user_0060_4,user_0060,79.0,2025-11-22,Active
TX_user_0060_5,user_0060,79.0,2025-12-22,Active
TX_user_0061_0,user_0061,29.0,2025-03-22,Active
TX_user_0061_1,user_0061,29.0,2025-04-21,Active
TX_user_0061_2,user_0061,29.0,2025-05-21,Active
TX_user_0061_3,user_0061,29.0,2025-06-20,Active
TX_user_0061_4,user_0061,29.0,2025-07-20,Active
TX_user_0061_5,user_0061,29.0,2025-08-19,Active
TX_user_0061_6,user_0061,29.0,2025-09-18,Active
TX_user_0061_7,user_0061,29.0,2025-10-18,Active
TX_user_0061_8,user_0061,29.0,2025-11-17,Active
TX_user_0061_9,user_0061,29.0,2025-12-17,Active
TX_user_0062_0,user_0062,29.0,2025-02-19,Active
TX_user_0062_1,user_0062,29.0,2025-03-21,Active
TX_user_0062_2,user_0062,29.0,2025-04-20,Active
TX_user_0062_3,user_0062,29.0,2025-05-20,Churned
TX_user_0063_0,user_0063,29.0,2025-12-26,Active
TX_user_0064_0,user_0064,79.0,2025-01-02,Active
TX_user_0064_1,user_0064,79.0,2025-02-01,Active
TX_user_0064_2,user_0064,79.0,2025-03-03,Active
TX_user_0064_3,user_0064,79.0,2025-04-02,Active
TX_user_0064_4,user_0064,79.0,2025-05-02,Active
TX_user_0064_5,user_0064,79.0,2025-06-01,Active
TX_user_0064_6,user_0064,79.0,2025-07-01,Active
TX_user_0064_7,user_0064,79.0,2025-07-31,Active
TX_user_0064_8,user_0064,79.0,2025-08-30,Active
TX_user_0064_9,user_0064,79.0,2025-09-29,Active
TX_user_0064_10,user_0064,79.0,2025-10-29,Active
TX_user_0064_11,user_0064,79.0,2025-11-28,Active
TX_user_0065_0,user_0065,29.0,2025-02-23,Active
TX_user_0065_1,user_0065,29.0,2025-03-25,Active
TX_user_0065_2,user_0065,29.0,2025-04-24,Active
TX_user_0065_3,user_0065,29.0,2025-05-24,Active
TX_user_0065_4,user_0065,29.0,2025-06-23,Active
TX_user_0065_5,user_0065,29.0,2025-07-23,Active
TX_user_0065_6,user_0065,29.0,2025-08-22,Active
TX_user_0065_7,user_0065,29.0,2025-09-21,Active
TX_user_0065_8,user_0065,29.0,2025-10-21,Active
TX_user_0065_9,user_0065,29.0,2025-11-20,Active
TX_user_0065_10,user_0065,29.0,2025-12-20,Active
TX_user_0066_0,user_0066,79.0,2025-04-16,Active
TX_user_0066_1,user_0066,79.0,2025-05-16,Active
TX_user_0066_2,user_0066,79.0,2025-06-15,Active
TX_user_0066_3,user_0066,79.0,2025-07-15,Active
TX_user_0066_4,user_0066,79.0,2025-08-14,Active
TX_user_0066_5,user_0066,79.0,2025-09-13,Active
TX_user_0066_6,user_0066,79.0,2025-10-13,Active
TX_user_0066_7,user_0066,79.0,2025-11-12,Active
TX_user_0066_8,user_0066,79.0,2025-12-12,Active
TX_user_0067_0,user_0067,79.0,2025-09-17,Active
TX_user_0067_1,user_0067,79.0,2025-10-17,Active
TX_user_0067_2,user_0067,79.0,2025-11-16,Active
TX_user_0067_3,user_0067,79.0,2025-12-16,Active
TX_user_0068_0,user_0068,299.0,2025-11-06,Active
TX_user_0068_1,user_0068,299.0,2025-12-06,Active
TX_user_0069_0,user_0069,29.0,2025-07-10,Active
TX_user_0069_1,user_0069,29.0,2025-08-09,Active
TX_user_0069_2,user_0069,29.0,2025-09-08,Active
TX_user_0069_3,user_0069,29.0,2025-10-08,Active
TX_user_0069_4,user_0069,29.0,2025-11-07,Active
TX_user_0069_5,user_0069,29.0,2025-12-07,Active
TX_user_0070_0,user_0070,79.0,2025-08-06,Active
TX_user_0070_1,user_0070,79.0,2025-09-05,Active
TX_user_0070_2,user_0070,79.0,2025-10-05,Active
TX_user_0070_3,user_0070,79.0,2025-11-04,Active
TX_user_0070_4,user_0070,79.0,2025-12-04,Active
TX_user_0071_0,user_0071,29.0,2025-02-13,Active
TX_user_0071_1,user_0071,29.0,2025-03-15,Active
TX_user_0071_2,user_0071,29.0,2025-04-14,Active
TX_user_0071_3,user_0071,29.0,2025-05-14,Active
TX_user_0071_4,user_0071,29.0,2025-06-13,Active
TX_user_0071_5,user_0071,29.0,2025-07-13,Active
TX_user_0071_6,user_0071,29.0,2025-08-12,Active
TX_user_0071_7,user_0071,29.0,2025-09-11,Active
TX_user_0071_8,user_0071,29.0,2025-10-11,Active
TX_user_0071_9,user_0071,29.0,2025-11-10,Active
TX_user_0071_10,user_0071,29.0,2025-12-10,Active
TX_user_0072_0,user_0072,79.0,2025-06-11,Active
TX_user_0072_1,user_0072,79.0,2025-07-11,Active
TX_user_0072_2,user_0072,79.0,2025-08-10,Active
TX_user_0072_3,user_0072,79.0,2025-09-09,Active
TX_user_0072_4,user_0072,79.0,2025-10-09,Active
TX_user_0072_5,user_0072,79.0,2025-11-08,Active
TX_user_0072_6,user_0072,79.0,2025-12-08,Active
TX_user_0073_0,user_0073,29.0,2025-07-21,Active
TX_user_0073_1,user_0073,29.0,2025-08-20,Active
TX_user_0073_2,user_0073,29.0,2025-09-19,Active
TX_user_0073_3,user_0073,29.0,2025-10-19,Active
TX_user_0073_4,user_0073,29.0,2025-11-18,Active
TX_user_0073_5,user_0073,29.0,2025-12-18,Active
TX_user_0074_0,user_0074,29.0,2025-09-27,Active
TX_user_0074_1,user_0074,29.0,2025-10-27,Active
TX_user_0074_2,user_0074,29.0,2025-11-26,Active
TX_user_0074_3,user_0074,29.0,2025-12-26,Active
TX_user_0075_0,user_0075,79.0,2025-12-17,Churned
TX_user_0076_0,user_0076,29.0,2025-10-31,Active
TX_user_0076_1,user_0076,29.0,2025-11-30,Active
TX_user_0076_2,user_0076,29.0,2025-12-30,Active
TX_user_0077_0,user_0077,29.0,2025-09-28,Active
TX_user_0077_1,user_0077,29.0,2025-10-28,Active
TX_user_0077_2,user_0077,29.0,2025-11-27,Active
TX_user_0077_3,user_0077,29.0,2025-12-27,Active
TX_user_0078_0,user_0078,79.0,2025-08-03,Active
TX_user_0078_1,user_0078,79.0,2025-09-02,Active
TX_user_0078_2,user_0078,79.0,2025-10-02,Active
TX_user_0078_3,user_0078,79.0,2025-11-01,Active
TX_user_0078_4,user_0078,79.0,2025-12-01,Active
TX_user_0078_5,user_0078,79.0,2025-12-31,Active
TX_user_0079_0,user_0079,79.0,2025-09-09,Active
TX_user_0079_1,user_0079,79.0,2025-10-09,Active
TX_user_0079_2,user_0079,79.0,2025-11-08,Active
TX_user_0079_3,user_0079,79.0,2025-12-08,Active
TX_user_0080_0,user_0080,79.0,2025-07-09,Active
TX_user_0080_1,user_0080,79.0,2025-08-08,Active
TX_user_0080_2,user_0080,79.0,2025-09-07,Active
TX_user_0080_3,user_0080,79.0,2025-10-07,Active
TX_user_0080_4,user_0080,79.0,2025-11-06,Active
TX_user_0080_5,user_0080,79.0,2025-12-06,Active
TX_user_0081_0,user_0081,79.0,2025-10-23,Active
TX_user_0081_1,user_0081,79.0,2025-11-22,Active
TX_user_0081_2,user_0081,79.0,2025-12-22,Active
TX_user_0082_0,user_0082,79.0,2025-08-01,Active
TX_user_0082_1,user_0082,79.0,2025-08-31,Active
TX_user_0082_2,user_0082,79.0,2025-09-30,Active
TX_user_0082_3,user_0082,79.0,2025-10-30,Active
TX_user_0082_4,user_0082,79.0,2025-11-29,Active
TX_user_0082_5,user_0082,79.0,2025-12-29,Active
TX_user_0083_0,user_0083,29.0,2025-07-27,Active
TX_user_0083_1,user_0083,29.0,2025-08-26,Active
TX_user_0083_2,user_0083,29.0,2025-09-25,Active
TX_user_0083_3,user_0083,29.0,2025-10-25,Active
TX_user_0083_4,user_0083,29.0,2025-11-24,Active
TX_user_0083_5,user_0083,29.0,2025-12-24,Active
TX_user_0084_0,user_0084,29.0,2025-08-25,Active
TX_user_0084_1,user_0084,29.0,2025-09-24,Active
TX_user_0084_2,user_0084,29.0,2025-10-24,Active
TX_user_0084_3,user_0084,29.0,2025-11-23,Active
TX_user_0084_4,user_0084,29.0,2025-12-23,Active
TX_user_0085_0,user_0085,29.0,2025-12-04,Active
TX_user_0086_0,user_0086,299.0,2025-02-22,Active
TX_user_0086_1,user_0086,299.0,2025-03-24,Active
TX_user_0086_2,user_0086,299.0,2025-04-23,Active
TX_user_0086_3,user_0086,299.0,2025-05-23,Active
TX_user_0086_4,user_0086,299.0,2025-06-22,Active
TX_user_0086_5,user_0086,299.0,2025-07-22,Active
TX_user_0086_6,user_0086,299.0,2025-08-21,Active
TX_user_0086_7,user_0086,299.0,2025-09-20,Active
TX_user_0086_8,user_0086,299.0,2025-10-20,Active
TX_user_0086_9,user_0086,299.0,2025-11-19,Active
TX_user_0086_10,user_0086,299.0,2025-12-19,Active
TX_user_0087_0,user_0087,79.0,2025-10-07,Active
TX_user_0087_1,user_0087,79.0,2025-11-06,Active
TX_user_0087_2,user_0087,79.0,2025-12-06,Active
TX_user_0088_0,user_0088,29.0,2025-08-05,Active
